case_file,corpus_side,entity,mention_count,snomed_concept,depth,mapping_status,context_sentence
case_049.txt,B,megakaryocytes,1,,,unmapped,"The thrombopenic purpura episodes, despite negative antiplatelet antibodies and normal megakaryocytes in bone marrow, further support this suspicion."
case_049.txt,B,meningococcal meningitis,1,,,unmapped,"Diagnosis: Hyper IgE syndrome (2) The patient's history of recurrent infections, including otitis media, meningococcal meningitis, and pneumonia, coupled with his familial predisposition to infectious-related mortality, suggests an immunodeficiency disorder."
case_049.txt,B,negative,1,,,unmapped,"The thrombopenic purpura episodes, despite negative antiplatelet antibodies and normal megakaryocytes in bone marrow, further support this suspicion."
case_049.txt,B,otitis media,1,65363002,13,mapped,"Diagnosis: Hyper IgE syndrome (2) The patient's history of recurrent infections, including otitis media, meningococcal meningitis, and pneumonia, coupled with his familial predisposition to infectious-related mortality, suggests an immunodeficiency disorder."
case_049.txt,B,overproduction,1,73064001,13,mapped,"This pattern is consistent with Hyper IgE syndrome (HIES), also known as Job syndrome, where there is overproduction of IgE and recurrent infections."
case_049.txt,B,patient's,1,,,unmapped,"Diagnosis: Hyper IgE syndrome (2) The patient's history of recurrent infections, including otitis media, meningococcal meningitis, and pneumonia, coupled with his familial predisposition to infectious-related mortality, suggests an immunodeficiency disorder."
case_049.txt,B,pattern,1,255711007,4,mapped,"This pattern is consistent with Hyper IgE syndrome (HIES), also known as Job syndrome, where there is overproduction of IgE and recurrent infections."
case_049.txt,B,pneumonia,1,,,unmapped,"Diagnosis: Hyper IgE syndrome (2) The patient's history of recurrent infections, including otitis media, meningococcal meningitis, and pneumonia, coupled with his familial predisposition to infectious-related mortality, suggests an immunodeficiency disorder."
case_049.txt,B,self-limiting,1,361124009,14,mapped,"Transient hypogammaglobulinemia of childhood (3) is self-limiting and usually resolves by the age of 5 years, making it less likely in this case."
case_049.txt,B,severe,1,24484000,7,mapped,"X-linked severe combined immunodeficiency (4) is characterized by severe combined immunodeficiency, recurrent infections, and normal IgE levels, making it less consistent with the presented findings."
case_049.txt,B,subpopulations,1,,,unmapped,"The immunological study's findings of a decrease in T-lymphocyte subpopulations, elevated IgA and IgE, and decreased IgM and IgG at the lower limit of normal, suggest a dysregulation in immunoglobulin production and T-cell function."
case_049.txt,B,suspicion,1,706876006,8,mapped,"The thrombopenic purpura episodes, despite negative antiplatelet antibodies and normal megakaryocytes in bone marrow, further support this suspicion."
case_049.txt,B,t-cell function,1,,,unmapped,"The immunological study's findings of a decrease in T-lymphocyte subpopulations, elevated IgA and IgE, and decreased IgM and IgG at the lower limit of normal, suggest a dysregulation in immunoglobulin production and T-cell function."
case_049.txt,B,t-lymphocyte,1,,,unmapped,"The immunological study's findings of a decrease in T-lymphocyte subpopulations, elevated IgA and IgE, and decreased IgM and IgG at the lower limit of normal, suggest a dysregulation in immunoglobulin production and T-cell function."
case_049.txt,B,thrombocytopenia,1,70786006,10,mapped,"Wiskott-Aldrich syndrome (1) is characterized by eczema, thrombocytopenia, and immunodeficiency, but it typically presents with bleeding diatheses, not recurrent infections."
case_049.txt,B,thrombopenic purpura episodes,1,,,unmapped,"The thrombopenic purpura episodes, despite negative antiplatelet antibodies and normal megakaryocytes in bone marrow, further support this suspicion."
case_049.txt,B,transient hypogammaglobulinemia of childhood,1,,,unmapped,"Transient hypogammaglobulinemia of childhood (3) is self-limiting and usually resolves by the age of 5 years, making it less likely in this case."
case_049.txt,B,variable immunodeficiency,1,191010004,9,mapped,"Common variable immunodeficiency (5) is characterized by hypogammaglobulinemia and recurrent infections, but it typically does not present with the elevated IgE levels seen in this"
case_049.txt,B,wiskott-aldrich syndrome,1,36070007,20,mapped,"Wiskott-Aldrich syndrome (1) is characterized by eczema, thrombocytopenia, and immunodeficiency, but it typically presents with bleeding diatheses, not recurrent infections."
case_049.txt,B,x-linked severe,1,718882006,16,mapped,"X-linked severe combined immunodeficiency (4) is characterized by severe combined immunodeficiency, recurrent infections, and normal IgE levels, making it less consistent with the presented findings."
case_049.txt,B,years,1,258707000,5,mapped,"Transient hypogammaglobulinemia of childhood (3) is self-limiting and usually resolves by the age of 5 years, making it less likely in this case."
case_050.txt,A,blood pressure,2,75367002,8,mapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,patient,2,116154003,5,mapped,"The confusional picture is determined by the dementia that the patient already suffers, so no matter how much we delay surgery, we are not going to achieve anything."
case_050.txt,A,analgesic,1,,,unmapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,closed osteosynthesis,1,,,unmapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,A,confusional picture,1,,,unmapped,"The confusional picture is determined by the dementia that the patient already suffers, so no matter how much we delay surgery, we are not going to achieve anything."
case_050.txt,A,delay surgery,1,,,unmapped,"The confusional picture is determined by the dementia that the patient already suffers, so no matter how much we delay surgery, we are not going to achieve anything."
case_050.txt,A,dementia,1,52448006,9,mapped,"The confusional picture is determined by the dementia that the patient already suffers, so no matter how much we delay surgery, we are not going to achieve anything."
case_050.txt,A,elevation,1,103720008,5,mapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,hypertensive,1,,,unmapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,increase,1,260366006,5,mapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,labetalol,1,46547007,8,mapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,no matter,1,,,unmapped,"The confusional picture is determined by the dementia that the patient already suffers, so no matter how much we delay surgery, we are not going to achieve anything."
case_050.txt,A,pain,1,,,unmapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,pertrochanteric fracture,1,208562000,17,mapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,A,prosthesis,1,53350007,5,mapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,A,statement,1,,,unmapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,A,stressful situation,1,,,unmapped,"The elevation of blood pressure is due, in principle, to pain (so the first option is an analgesic) and then to the stressful situation that leads an already hypertensive patient to increase her blood pressure, so labetalol could help us."
case_050.txt,A,subcapital fracture,1,21761007,19,mapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,A,type of fracture,1,260844008,6,mapped,"The last answer is not correct because it depends on the type of fracture, which is not specified in the statement: a pertrochanteric fracture would require closed osteosynthesis and a subcapital fracture would require a prosthesis."
case_050.txt,B,complications,2,,,unmapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,delay surgery,2,,,unmapped,The most appropriate therapeutic approach in this case appears to be option 3: Delay surgery until good blood pressure control.
case_050.txt,B,dementia,2,52448006,9,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,hip fracture,2,,,unmapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,hypertension,2,38341003,8,mapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,risk,2,,,unmapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,age,1,102518004,7,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,ap,1,32535000,13,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,atorvastatin,1,108600003,6,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,calcium,1,5540006,8,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,case,1,398241000,3,mapped,The most appropriate therapeutic approach in this case appears to be option 3: Delay surgery until good blood pressure control.
case_050.txt,B,comorbidities,1,,,unmapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,confusion,1,40917007,12,mapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,confusional,1,,,unmapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,delaying surgery,1,,,unmapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,donepezil,1,108497001,8,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,elevated,1,75540009,8,mapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,exacerbate,1,,,unmapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,good blood pressure control,1,,,unmapped,The most appropriate therapeutic approach in this case appears to be option 3: Delay surgery until good blood pressure control.
case_050.txt,B,history of,1,392521001,4,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,increase,1,260366006,5,mapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,medical status,1,308601002,4,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,medications,1,787481004,6,mapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,mmhg,1,259018001,5,mapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,myocardial infarction,1,,,unmapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,option 2,1,,,unmapped,Option 2 (
case_050.txt,B,patient's,1,,,unmapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,patient's hypertension,1,,,unmapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,perioperative,1,398226000,5,mapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,picture,1,257445002,7,mapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,polypharmacy,1,129846003,7,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,side effect,1,,,unmapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,stroke,1,230690007,13,mapped,The patient's hypertension (170/88 mmHg) is elevated and may put her at risk for perioperative complications such as stroke or myocardial infarction.
case_050.txt,B,surgery,1,257556004,5,mapped,The most appropriate therapeutic approach in this case appears to be option 3: Delay surgery until good blood pressure control.
case_050.txt,B,therapeutic approach,1,,,unmapped,The most appropriate therapeutic approach in this case appears to be option 3: Delay surgery until good blood pressure control.
case_050.txt,B,thiazide,1,860766002,10,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_050.txt,B,transient,1,,,unmapped,"Option 1 (Delay surgery until the confusional picture has disappeared) is less ideal as the confusion may be a transient side effect of her medications or related to her dementia, and delaying surgery could exacerbate her hip fracture and increase her risk of complications."
case_050.txt,B,vitamin d,1,30178006,14,mapped,"Given the patient's age, comorbidities (AP of hypertension, dementia, history of hip fracture), and polypharmacy (thiazide, atorvastatin, donepezil, calcium, and vitamin D), it is crucial to optimize her medical status before proceeding with surgery."
case_051.txt,A,bi-rads,2,1348266008,3,mapped,BI-RADS Breast Imaging Reporting and Data System.
case_051.txt,A,breast imaging reporting,1,146611000146107,5,mapped,BI-RADS Breast Imaging Reporting and Data System.
case_051.txt,A,data system,1,1362106001,3,mapped,BI-RADS Breast Imaging Reporting and Data System.
case_051.txt,B,malignancy,3,86049000,10,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,probability,3,273713006,4,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,biopsy,2,86273004,11,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,months,2,258706009,5,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,action,1,129264002,4,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,benign,1,30807003,6,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,birads,1,,,unmapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,cancer,1,86049000,10,mapped,"However, Option 4 may also be considered as it suggests a biopsy for lesions with a low-suspicion of cancer, although the probability of malignancy is higher in this case (2-10%)."
case_051.txt,B,case,1,398241000,3,mapped,"However, Option 4 may also be considered as it suggests a biopsy for lesions with a low-suspicion of cancer, although the probability of malignancy is higher in this case (2-10%)."
case_051.txt,B,classification,1,278201002,6,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,course,1,260908002,5,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,finding,1,246188002,1,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,follow-up,1,308273005,3,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,grows,1,,,unmapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,higher,1,,,unmapped,"However, Option 4 may also be considered as it suggests a biopsy for lesions with a low-suspicion of cancer, although the probability of malignancy is higher in this case (2-10%)."
case_051.txt,B,imaging test,1,,,unmapped,Option 1 is incorrect as the imaging test (mammography) has not definitively ruled out malignancy.
case_051.txt,B,lesion,1,49755003,3,mapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,lesions,1,,,unmapped,"However, Option 4 may also be considered as it suggests a biopsy for lesions with a low-suspicion of cancer, although the probability of malignancy is higher in this case (2-10%)."
case_051.txt,B,low,1,62482003,6,mapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_051.txt,B,low-suspicion of cancer,1,,,unmapped,"However, Option 4 may also be considered as it suggests a biopsy for lesions with a low-suspicion of cancer, although the probability of malignancy is higher in this case (2-10%)."
case_051.txt,B,mammography,1,71651007,13,mapped,Option 1 is incorrect as the imaging test (mammography) has not definitively ruled out malignancy.
case_051.txt,B,option 2,1,,,unmapped,Option 2 is less likely as the probability of cancer is less than 10%.
case_051.txt,B,persists,1,,,unmapped,"Therefore, a course of action would be to recommend follow-up every 6-12 months until 24 months, or potentially a biopsy if the lesion persists or grows (Option 3)."
case_051.txt,B,vignette,1,,,unmapped,"Based on the provided vignette, the BIRADS 3 classification suggests a benign finding with a low probability of malignancy (<2%)."
case_052.txt,A,associated with,1,47429007,6,mapped,"But it is not pathognomonic; it has also been associated with TB, some neoplasms and Wegener's granulomatosis."
case_052.txt,A,halo sign,1,29851005,14,mapped,"The halo sign is characteristic of pulmonary aspergillosis, especially in an immuodepressed patient."
case_052.txt,A,immuodepressed,1,,,unmapped,"The halo sign is characteristic of pulmonary aspergillosis, especially in an immuodepressed patient."
case_052.txt,A,neoplasms,1,,,unmapped,"But it is not pathognomonic; it has also been associated with TB, some neoplasms and Wegener's granulomatosis."
case_052.txt,A,pathognomonic,1,38173001,5,mapped,"But it is not pathognomonic; it has also been associated with TB, some neoplasms and Wegener's granulomatosis."
case_052.txt,A,patient,1,116154003,5,mapped,"The halo sign is characteristic of pulmonary aspergillosis, especially in an immuodepressed patient."
case_052.txt,A,pulmonary aspergillosis,1,6042001,12,mapped,"The halo sign is characteristic of pulmonary aspergillosis, especially in an immuodepressed patient."
case_052.txt,A,tb,1,60117003,3,mapped,"But it is not pathognomonic; it has also been associated with TB, some neoplasms and Wegener's granulomatosis."
case_052.txt,A,wegener's granulomatosis,1,,,unmapped,"But it is not pathognomonic; it has also been associated with TB, some neoplasms and Wegener's granulomatosis."
case_052.txt,B,meniscus,2,432750007,14,mapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,pneumonia,2,,,unmapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,aspergilloma,1,10446001,13,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,aspergillus fumigatus,1,32684000,14,mapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,aspergillus species,1,115994009,13,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,associated with,1,47429007,6,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,candida albicans,1,53326005,14,mapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,characteristic,1,840562008,6,mapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,chest x-ray/ct,1,,,unmapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,condition,1,260905004,4,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,crescentic contour,1,,,unmapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,diagnosis,1,439401001,3,mapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,halo sign,1,29851005,14,mapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,immunocompromised,1,,,unmapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,immunodeficiency status,1,,,unmapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,immunodeficient,1,,,unmapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,individuals,1,785892007,5,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,patient's,1,,,unmapped,"The most likely diagnosis is Aspergillus fumigatus, given the patient's immunodeficiency status and the characteristic meniscus halo sign or crescentic contour on the chest X-ray/CT."
case_052.txt,B,patients,1,,,unmapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,pattern,1,255711007,4,mapped,"This pattern is commonly associated with aspergilloma, a condition caused by Aspergillus species in immunocompromised individuals."
case_052.txt,B,pseudomonas aeruginosa,1,52499004,15,mapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,staphylococcus aureus,1,3092008,17,mapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_052.txt,B,streptococcus pneumoniae,1,9861002,16,mapped,"While Streptococcus pneumoniae and Pseudomonas aeruginosa can also present as pneumonia, they typically do not produce the meniscus halo sign, and Staphylococcus aureus and Candida albicans are less common causes of pneumonia in immunodeficient patients."
case_053.txt,A,antibiotic,1,,,unmapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P."
case_053.txt,A,atypical,1,112231000,6,mapped,"It is most likely to be a pneumococcal infection that we cover with Ceftriaxone and with azithromycin we cover the so-called ""atypical"" ones."
case_053.txt,A,azithromycin,1,96034006,7,mapped,"It is most likely to be a pneumococcal infection that we cover with Ceftriaxone and with azithromycin we cover the so-called ""atypical"" ones."
case_053.txt,A,bacterial agent,1,111117008,11,mapped,"aeruginosa, a bacterial agent that can also cause pneumonia in HIV patients, but this is not common."
case_053.txt,A,cd4,1,,,unmapped,jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load.
case_053.txt,A,ceftriaxone,1,19841008,10,mapped,"It is most likely to be a pneumococcal infection that we cover with Ceftriaxone and with azithromycin we cover the so-called ""atypical"" ones."
case_053.txt,A,correct,1,,,unmapped,"The first option seems to be the correct one, due to the low probability of P."
case_053.txt,A,hiv,1,19030005,12,mapped,"aeruginosa, a bacterial agent that can also cause pneumonia in HIV patients, but this is not common."
case_053.txt,A,in-hospital pneumonia,1,,,unmapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P."
case_053.txt,A,low,1,62482003,6,mapped,"The first option seems to be the correct one, due to the low probability of P."
case_053.txt,A,lymphocytes,1,709252005,16,mapped,jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load.
case_053.txt,A,meropenem,1,96062004,8,mapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P."
case_053.txt,A,p. aeruginosa,1,,,unmapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P. aeruginosa, a bacterial agent that can also cause pneumonia in HIV patients, but this is not common."
case_053.txt,A,p. jirovecii infection,1,,,unmapped,"The first option seems to be the correct one, due to the low probability of P. jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load."
case_053.txt,A,patient,1,116154003,5,mapped,jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load.
case_053.txt,A,patients,1,,,unmapped,"aeruginosa, a bacterial agent that can also cause pneumonia in HIV patients, but this is not common."
case_053.txt,A,pneumococcal infection,1,16814004,9,mapped,"It is most likely to be a pneumococcal infection that we cover with Ceftriaxone and with azithromycin we cover the so-called ""atypical"" ones."
case_053.txt,A,pneumonia,1,,,unmapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P."
case_053.txt,A,probability,1,273713006,4,mapped,"The first option seems to be the correct one, due to the low probability of P."
case_053.txt,A,spectrum,1,,,unmapped,"Meropenem is an antibiotic with too broad a spectrum, which would be an option in in-hospital pneumonia caused by P."
case_053.txt,A,undetectable,1,,,unmapped,jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load.
case_053.txt,A,viral load,1,,,unmapped,jirovecii infection in a patient with more than 500 CD4 lymphocytes and undetectable viral load.
case_053.txt,B,patient's,3,,,unmapped,"The patient's HIV status, coupled with the presence of a pulmonary consolidation, raises the possibility of an opportunistic infection, such as Pneumocystis jirovecii pneumonia (PJP)."
case_053.txt,B,pjp,3,865899005,9,mapped,"The patient's HIV status, coupled with the presence of a pulmonary consolidation, raises the possibility of an opportunistic infection, such as Pneumocystis jirovecii pneumonia (PJP)."
